Sample	Coverage	FNR_Value	Hausdorff_Distance	Frechet_Distance	SSE	SSE_log10	Distance_Scale
gr_wolf.spain.SAMN04851099	12.0	0.86	4303703088.432539	4394130076.965872	4754497079688.364	24.09209463085873	psmc
gr_wolf.spain.SAMN04851099	12.0	0.87	4574557349.989316	4664984338.52265	5436418953019.224	25.256021986450335	psmc
gr_wolf.spain.SAMN04851099	12.0	0.88	5031029470.694444	5121456459.2277775	6300428616619.541	26.613595336481655	psmc
gr_wolf.spain.SAMN04851099	12.0	0.89	5429459026.527778	5508880003.242929	7391778896671.264	28.17929825702255	psmc
gr_wolf.spain.SAMN04851099	12.0	0.9	6062715739.02778	6062715739.02778	8834387427136.232	30.054848358592917	psmc
gr_wolf.spain.SAMN04851099	12.0	0.91	6836696165.416671	6836696165.416671	10792417702521.867	32.33115268822853	psmc
gr_wolf.spain.SAMN04851099	12.0	0.92	7804171698.402783	7804171698.402783	12862567804135.5	34.089949709882774	psmc
gr_wolf.spain.SAMN04851099	12.0	0.93	9048068812.242071	9048068812.242071	16618558659159.871	37.50947843844632	psmc
gr_wolf.spain.SAMN04851099	12.0	0.94	10706598297.361103	10706598297.361103	21178942205876.535	40.69174645298798	psmc
gr_wolf.spain.SAMN04851099	12.0	0.95	13028539576.527765	13028539576.527765	28080938673744.45	44.9470908573374	psmc
gr_wolf.spain.SAMN04851099	12.0	0.96	16511451495.277767	16521418920.649984	37025300100541.54	49.44409126271102	psmc
gr_wolf.spain.SAMN04851099	12.0	0.97	22076572005.972206	22166998994.50554	53216156226617.89	56.78534434906135	psmc
gr_wolf.spain.SAMN04851099	12.0	0.98	33180571394.027752	33180571394.027752	69695681630924.984	66.36060383465545	psmc
gr_wolf.spain.SAMN04851099	12.0	0.99	8366609655.811104	8366609655.811104	36341325472385.46	91.01154866403425	psmc
gr_wolf.spain.SAMN04851099	13.0	0.0	112076832.30555546	137910263.60555565	13009596331.737244	1.6459019975290923	psmc
gr_wolf.spain.SAMN04851099	13.0	0.01	104086617.4957912	131094396.47087538	12220974890.0251	1.62399472793876	psmc
gr_wolf.spain.SAMN04851099	13.0	0.02	95933337.07766438	124139430.00691617	11695394649.995062	1.6111453595909981	psmc
gr_wolf.spain.SAMN04851099	13.0	0.03	87611947.78493679	117041062.17256594	11282176453.967274	1.602679985660822	psmc
gr_wolf.spain.SAMN04851099	13.0	0.04	79117196.21527755	110786053.0638889	10967126934.167873	1.5980429719550773	psmc
gr_wolf.spain.SAMN04851099	13.0	0.05	71093513.65146185	103397684.04415214	10624722646.12709	1.5932376107587818	psmc
gr_wolf.spain.SAMN04851099	13.0	0.06	63562866.383451365	95852115.68356979	10367818282.56575	1.5917211999300438	psmc
gr_wolf.spain.SAMN04851099	13.0	0.07	55870269.71182778	88144277.03566313	5785941388.262676	0.8218463180830667	psmc
gr_wolf.spain.SAMN04851099	13.0	0.08	48010442.67777768	80268876.67801929	5528316292.091098	0.8163647914355326	psmc
gr_wolf.spain.SAMN04851099	13.0	0.09	39977872.19242969	72220390.59822977	5256942067.939278	0.8112273808808326	psmc
gr_wolf.spain.SAMN04851099	13.0	0.1	31766800.140740674	63993049.2722224	5135431954.383038	0.8110009834991554	psmc
gr_wolf.spain.SAMN04851099	13.0	0.11	23371209.615979966	55580823.87147331	5127426208.59723	0.8146172974204514	psmc
gr_wolf.spain.SAMN04851099	13.0	0.12	14784810.21565637	47976043.878282666	5167920119.922323	0.820173221162137	psmc
gr_wolf.spain.SAMN04851099	13.0	0.13	6123241.94923389	39186330.47528732	5308658203.097932	0.8290611307958256	psmc
gr_wolf.spain.SAMN04851099	13.0	0.14	16695699.39599502	46220028.155555844	5543232353.209546	0.8410217827670236	psmc
gr_wolf.spain.SAMN04851099	13.0	0.15	27516920.54738581	55928197.39084983	501416735.3805895	0.014768926303900008	psmc
gr_wolf.spain.SAMN04851099	13.0	0.16	38595789.821428895	65867513.51269877	819962324.848272	0.02444785360601514	psmc
gr_wolf.spain.SAMN04851099	13.0	0.17	49941619.80087042	76046331.22784495	1371256625.0201688	0.040457270045716594	psmc
gr_wolf.spain.SAMN04851099	13.0	0.18	61564177.3407861	86473412.78970194	1928710823.3501456	0.05717944645793956	psmc
gr_wolf.spain.SAMN04851099	13.0	0.19	73473711.61008239	97157953.1555556	2496833798.507991	0.07459775060129588	psmc
gr_wolf.spain.SAMN04851099	13.0	0.2	85680984.23611128	108109607.03055584	3319471634.8980074	0.09856993349541754	psmc
gr_wolf.spain.SAMN04851099	13.0	0.21	98197301.73874831	119338517.96568227	4252891434.8015294	0.12554497769996453	psmc
gr_wolf.spain.SAMN04851099	13.0	0.22	111034550.45940173	130855349.69401717	9787032914.130516	0.8669354592474402	psmc
gr_wolf.spain.SAMN04851099	13.0	0.23	124205234.21176064	142671319.9088025	11255387458.559986	0.8976864812065521	psmc
gr_wolf.spain.SAMN04851099	13.0	0.24	137722514.90497088	154798236.70818734	12901793801.496643	0.9323439375294299	psmc
gr_wolf.spain.SAMN04851099	13.0	0.25	151600256.41666675	167248537.9555558	14395989171.284483	0.964190820470843	psmc
gr_wolf.spain.SAMN04851099	13.0	0.26	165853072.02327335	180035333.83123147	16119549577.507689	1.000905777699896	psmc
gr_wolf.spain.SAMN04851099	13.0	0.27	180496375.72869122	193172452.8815832	18147909256.52208	1.0441725057392324	psmc
gr_wolf.spain.SAMN04851099	13.0	0.28	195546437.8703705	206674491.90555584	24419888035.323956	1.7381302244765233	psmc
gr_wolf.spain.SAMN04851099	13.0	0.29	211020445.42449152	220556870.05696428	27009452687.738552	1.7832910206687	psmc
gr_wolf.spain.SAMN04851099	13.0	0.3	226936567.48015893	234835887.5841273	30465945472.96086	1.8450426748040152	psmc
gr_wolf.spain.SAMN04851099	13.0	0.31	243314026.4070052	249528789.67729497	33488484175.249508	1.8983306083665106	psmc
gr_wolf.spain.SAMN04851099	13.0	0.32	260173175.30228794	264653835.9496734	36465162580.05047	1.9504125332233504	psmc
gr_wolf.spain.SAMN04851099	13.0	0.33	277535582.37354934	280230376.1406306	40074018044.67708	2.013925435345056	psmc
gr_wolf.spain.SAMN04851099	13.0	0.34	295424122.9924246	296278932.70101035	47348339614.55571	2.6522987614122617	psmc
gr_wolf.spain.SAMN04851099	13.0	0.35	313863080.2457267	313863080.2457267	52398784035.71164	2.730489524893362	psmc
gr_wolf.spain.SAMN04851099	13.0	0.36	332878254.91319454	332878254.91319454	57776061976.14334	2.8130339019423793	psmc
gr_wolf.spain.SAMN04851099	13.0	0.37	352497085.91931236	352497085.91931236	62581331127.9266	2.8853529199128465	psmc
gr_wolf.spain.SAMN04851099	13.0	0.38	372748782.4417566	372748782.4417566	67982817825.074165	2.966677803226842	psmc
gr_wolf.spain.SAMN04851099	13.0	0.39	393664469.0141169	393664469.0141169	76589481014.50539	3.5640678396269885	psmc
gr_wolf.spain.SAMN04851099	13.0	0.4	415277345.13888896	415277345.13888896	83115215041.8891	3.6508223725958473	psmc
gr_wolf.spain.SAMN04851099	13.0	0.41	437622861.13229764	437622861.13229764	92216914229.19843	3.775197586762592	psmc
gr_wolf.spain.SAMN04851099	13.0	0.42	460738912.1599618	460738912.1599618	99507380445.03322	3.8713189945524724	psmc
gr_wolf.spain.SAMN04851099	13.0	0.43	484666052.6973685	484666052.6973685	107664893613.13983	3.9782858389235485	psmc
gr_wolf.spain.SAMN04851099	13.0	0.44	509447733.96825397	509447733.96825397	118643923057.86699	4.553001461499223	psmc
gr_wolf.spain.SAMN04851099	13.0	0.45	535130567.2853538	535130567.2853538	128853805970.2098	4.673915841002793	psmc
gr_wolf.spain.SAMN04851099	13.0	0.46	561764616.651235	561764616.651235	141878289354.20215	4.829885330469634	psmc
gr_wolf.spain.SAMN04851099	13.0	0.47	589403724.4837526	589403724.4837526	152428660221.97382	4.951445478457983	psmc
gr_wolf.spain.SAMN04851099	13.0	0.48	618105874.9252137	618105874.9252137	165000232023.37524	5.095864342009021	psmc
gr_wolf.spain.SAMN04851099	13.0	0.49	647933599.8937911	647933599.8937911	179193020600.7682	5.635376199326479	psmc
gr_wolf.spain.SAMN04851099	13.0	0.5	678954433.8611113	678954433.8611113	197327216311.72928	5.828272140333873	psmc
gr_wolf.spain.SAMN04851099	13.0	0.51	711241424.3168935	711241424.3168935	212595262680.1004	5.9849805634453705	psmc
gr_wolf.spain.SAMN04851099	13.0	0.52	744873706.0416671	744873706.0416671	229702684258.97357	6.158641810936728	psmc
gr_wolf.spain.SAMN04851099	13.0	0.53	779937148.6908988	779937148.6908988	247422723578.28085	6.67834840153272	psmc
gr_wolf.spain.SAMN04851099	13.0	0.54	816525088.8466188	816525088.8466188	272146325607.75064	6.911680267743248	psmc
gr_wolf.spain.SAMN04851099	13.0	0.55	854739159.6759263	854739159.6759263	293760005552.492	7.108418231732614	psmc
gr_wolf.spain.SAMN04851099	13.0	0.56	894690233.724748	894690233.724748	317694618520.24554	7.323063734821691	psmc
gr_wolf.spain.SAMN04851099	13.0	0.57	936499497.264212	936499497.264212	340855917420.5006	7.819422578178038	psmc
gr_wolf.spain.SAMN04851099	13.0	0.58	980299678.1150798	980299678.1150798	375214039376.69293	8.104864813096778	psmc
gr_wolf.spain.SAMN04851099	13.0	0.59	1026236453.1537944	1026236453.1537944	403744267100.0909	8.333727299341515	psmc
gr_wolf.spain.SAMN04851099	13.0	0.6	1074470066.9444447	1074470066.9444447	438544185335.3869	8.608574518088487	psmc
gr_wolf.spain.SAMN04851099	13.0	0.61	1125177199.3910255	1125177199.3910255	475344837770.9188	9.144967464563276	psmc
gr_wolf.spain.SAMN04851099	13.0	0.62	1178553128.282164	1178553128.282164	516852958138.50464	9.444297444274474	psmc
gr_wolf.spain.SAMN04851099	13.0	0.63	1234814242.5187688	1234814242.5187688	560671535276.744	9.752732244417468	psmc
gr_wolf.spain.SAMN04851099	13.0	0.64	1294200974.212963	1294200974.212963	603709336142.4613	10.27109696528999	psmc
gr_wolf.spain.SAMN04851099	13.0	0.65	1356981233.43254	1356981233.43254	664481200022.3792	10.664585628273128	psmc
gr_wolf.spain.SAMN04851099	13.0	0.66	1423454449.076798	1423454449.076798	720656460683.8094	11.01621208621952	psmc
gr_wolf.spain.SAMN04851099	13.0	0.67	1493956344.4570713	1493956344.4570713	776588966793.0707	11.53223459452835	psmc
gr_wolf.spain.SAMN04851099	13.0	0.68	1568864608.2986116	1568864608.2986116	854363487158.4241	11.978565945898092	psmc
gr_wolf.spain.SAMN04851099	13.0	0.69	1648605663.3557348	1648605663.3557348	916144172808.8087	12.467821577859151	psmc
gr_wolf.spain.SAMN04851099	13.0	0.7	1733662788.7499995	1733662788.7499995	1016394574542.2047	12.990130635937977	psmc
gr_wolf.spain.SAMN04851099	13.0	0.71	1824585922.7921457	1824585922.7921457	1108720257636.1758	13.457167501067376	psmc
gr_wolf.spain.SAMN04851099	13.0	0.72	1922003566.40873	1922003566.40873	1198440718318.788	13.977344684751648	psmc
gr_wolf.spain.SAMN04851099	13.0	0.73	2026637331.774692	2026637331.774692	1330053447045.5715	14.579815126458154	psmc
gr_wolf.spain.SAMN04851099	13.0	0.74	2139319848.3226495	2139319848.3226495	1433712839994.7163	15.081002293159905	psmc
gr_wolf.spain.SAMN04851099	13.0	0.75	2261016966.1944447	2261016966.1944447	1603164041153.6504	15.780806698118269	psmc
gr_wolf.spain.SAMN04851099	13.0	0.76	2392855510.5555563	2392855510.5555563	1729805827448.1716	16.272508662602185	psmc
gr_wolf.spain.SAMN04851099	13.0	0.77	2536158276.1654596	2569176808.765942	1941681801024.3223	17.05993707144258	psmc
gr_wolf.spain.SAMN04851099	13.0	0.78	2692488565.921718	2722029886.862122	2105256236683.5469	17.575014934805154	psmc
gr_wolf.spain.SAMN04851099	13.0	0.79	2863707454.702382	2940250567.951588	2372747393598.961	18.467853711159997	psmc
gr_wolf.spain.SAMN04851099	13.0	0.8	3052048232.3611126	3126942641.8166685	2594490963172.0	19.05021825900642	psmc
gr_wolf.spain.SAMN04851099	13.0	0.81	3260214355.036551	3350641343.5698843	2934518001513.9053	20.0646665591201	psmc
gr_wolf.spain.SAMN04851099	13.0	0.82	3491510046.8981476	3581937035.431481	3257390135414.6704	20.794438891257307	psmc
gr_wolf.spain.SAMN04851099	13.0	0.83	3750016996.6258163	3840443985.1591496	3594287836548.9556	21.492268432294985	psmc
gr_wolf.spain.SAMN04851099	13.0	0.84	4001294757.3611107	4091721745.894444	4131058113468.9673	22.80791366169426	psmc
gr_wolf.spain.SAMN04851099	13.0	0.85	4241583552.416666	4332010540.949999	4673850734395.172	23.784767789141647	psmc
gr_wolf.spain.SAMN04851099	13.0	0.86	4609061527.480159	4699488516.013493	5282706256207.619	24.798439794130587	psmc
gr_wolf.spain.SAMN04851099	13.0	0.87	4895476512.2970085	4985903500.830341	6031802641499.9795	25.957276509191814	psmc
gr_wolf.spain.SAMN04851099	13.0	0.88	5358807656.805556	5358807656.805556	6954980210335.0	27.275275697200446	psmc
gr_wolf.spain.SAMN04851099	13.0	0.89	5928072725.467174	5928072725.467174	8156641316420.678	28.848459184992095	psmc
gr_wolf.spain.SAMN04851099	13.0	0.9	6611190807.861114	6611190807.861114	9749242831803.902	30.74036439105282	psmc
gr_wolf.spain.SAMN04851099	13.0	0.91	7446112908.564817	7446112908.564817	11888073941458.836	33.02432811565105	psmc
gr_wolf.spain.SAMN04851099	13.0	0.92	8489765534.444449	8489765534.444449	14820612928548.328	35.807963627176214	psmc
gr_wolf.spain.SAMN04851099	13.0	0.93	9831604624.86112	9831604624.86112	18289913069703.773	38.24432166870746	psmc
gr_wolf.spain.SAMN04851099	13.0	0.94	11620723412.083324	11620723412.083324	23273746423100.117	41.41523709974513	psmc
gr_wolf.spain.SAMN04851099	13.0	0.95	14125489714.194433	14125489714.194433	30998096280689.42	45.6935057781558	psmc
gr_wolf.spain.SAMN04851099	13.0	0.96	17882639167.3611	17882639167.3611	40911145121440.984	50.12021996390229	psmc
gr_wolf.spain.SAMN04851099	13.0	0.97	23980465385.972206	24070892374.50554	57669425183928.56	57.27547738307459	psmc
gr_wolf.spain.SAMN04851099	13.0	0.98	35504937959.861084	35595364948.39442	68700671153807.42	66.40964094280272	psmc
gr_wolf.spain.SAMN04851099	13.0	0.99	8689591204.144438	8689591204.144438	39418314889890.23	93.32950992049157	psmc
gr_wolf.spain.SAMN04851099	14.0	0.0	82846610.03888881	101602084.40555573	10919185521.517963	1.5929650938202635	psmc
gr_wolf.spain.SAMN04851099	14.0	0.01	74561140.4587543	94419467.98602724	10585350667.141409	1.5881302617400073	psmc
gr_wolf.spain.SAMN04851099	14.0	0.02	66106579.66269839	87090267.55793667	10327883831.522728	1.5862943535826326	psmc
gr_wolf.spain.SAMN04851099	14.0	0.03	57477698.02548683	79609949.59524632	5792224006.544517	0.8200976479490232	psmc
gr_wolf.spain.SAMN04851099	14.0	0.04	48669048.020833254	71973791.67500019	5533041575.135556	0.8143687439377018	psmc
gr_wolf.spain.SAMN04851099	14.0	0.05	39674952.752923846	64176872.535380244	5225135768.453156	0.8079214698916893	psmc
gr_wolf.spain.SAMN04851099	14.0	0.06	30489493.75591004	56214061.49917269	5099210024.620865	0.8072843646235195	psmc
gr_wolf.spain.SAMN04851099	14.0	0.07	21106498.006272316	48080007.214874625	5064490315.880378	0.809821340860223	psmc
gr_wolf.spain.SAMN04851099	14.0	0.08	11519524.08816421	41176475.9171499	5077019191.6598	0.8142194182761897	psmc
gr_wolf.spain.SAMN04851099	14.0	0.09	4935618.061111093	32698403.01581216	5166393340.652597	0.8212863497233914	psmc
gr_wolf.spain.SAMN04851099	14.0	0.1	8293555.342592597	38929329.85925937	5348539976.166574	0.8313908016634954	psmc
gr_wolf.spain.SAMN04851099	14.0	0.11	18534023.362983823	48119258.92334592	348018373.117309	0.010143002049977628	psmc
gr_wolf.spain.SAMN04851099	14.0	0.12	29007229.29292941	57518050.01161635	590069656.3514794	0.017527198696647595	psmc
gr_wolf.spain.SAMN04851099	14.0	0.13	39721198.57758629	67132905.26283526	1024980746.1946802	0.030270099334221628	psmc
gr_wolf.spain.SAMN04851099	14.0	0.14	50684329.93863058	76971361.79896641	1496619101.512401	0.044413358843991606	psmc
gr_wolf.spain.SAMN04851099	14.0	0.15	61905417.33169925	87041311.4300654	2010938863.4703498	0.06009296004257882	psmc
gr_wolf.spain.SAMN04851099	14.0	0.16	73393673.47222233	97351021.76666665	2611283834.322375	0.07823340336928546	psmc
gr_wolf.spain.SAMN04851099	14.0	0.17	85158755.06191444	107909158.85836685	3425844586.524289	0.10195588530500829	psmc
gr_wolf.spain.SAMN04851099	14.0	0.18	97210789.86111104	118724811.48888898	8819817792.53402	0.8482923976752291	psmc
gr_wolf.spain.SAMN04851099	14.0	0.19	109560405.7664609	129807517.27078187	9869738335.038584	0.8695232653519173	psmc
gr_wolf.spain.SAMN04851099	14.0	0.2	122218762.0694443	141167290.69722223	11444857570.567766	0.9026610899386557	psmc
gr_wolf.spain.SAMN04851099	14.0	0.21	135197583.08895922	152814653.32433188	12873873560.225971	0.9327905296354913	psmc
gr_wolf.spain.SAMN04851099	14.0	0.22	148509194.39102554	164760666.2752136	14304708327.224968	0.9631955608311171	psmc
gr_wolf.spain.SAMN04851099	14.0	0.23	162166561.83080804	177016965.2767676	15880185449.712559	0.9967354471548422	psmc
gr_wolf.spain.SAMN04851099	14.0	0.24	176183333.67690074	189595798.46257317	17846019920.55523	1.0386933435432202	psmc
gr_wolf.spain.SAMN04851099	14.0	0.25	190573886.10555565	202510067.20000005	24056023770.365906	1.733471229397925	psmc
gr_wolf.spain.SAMN04851099	14.0	0.26	205353372.38363373	215773370.22762775	26660037960.06144	1.779310539368794	psmc
gr_wolf.spain.SAMN04851099	14.0	0.27	220537776.09398782	229400051.42039597	29729973131.207314	1.833653587630693	psmc
gr_wolf.spain.SAMN04851099	14.0	0.28	236143968.79629648	243405251.53518522	32353162896.716125	1.8796654919563633	psmc
gr_wolf.spain.SAMN04851099	14.0	0.29	252189772.56064165	257804964.32926464	35295846345.30751	1.9311881946246465	psmc
gr_wolf.spain.SAMN04851099	14.0	0.3	268694027.8611113	272616097.488889	38672314481.037994	1.9906640387696153	psmc
gr_wolf.spain.SAMN04851099	14.0	0.31	285676667.3731884	287856538.8560387	45737939722.7251	2.629957776957482	psmc
gr_wolf.spain.SAMN04851099	14.0	0.32	303158796.2826799	303545228.49869287	49894518952.145386	2.693121619542216	psmc
gr_wolf.spain.SAMN04851099	14.0	0.33	321162779.78648436	321162779.78648436	55365696152.45027	2.77814280306404	psmc
gr_wolf.spain.SAMN04851099	14.0	0.34	339712338.54797995	339712338.54797995	59718764186.65303	2.843702833512627	psmc
gr_wolf.spain.SAMN04851099	14.0	0.35	358832652.9636754	358832652.9636754	64500731026.77504	2.9154447932411016	psmc
gr_wolf.spain.SAMN04851099	14.0	0.36	378550477.2048613	378550477.2048613	70207432506.18044	3.0015387640316304	psmc
gr_wolf.spain.SAMN04851099	14.0	0.37	398894264.1203705	398894264.1203705	78833225661.45029	3.5956804656671406	psmc
gr_wolf.spain.SAMN04851099	14.0	0.38	419894302.2267028	419894302.2267028	87002118042.28708	3.707586388641995	psmc
gr_wolf.spain.SAMN04851099	14.0	0.39	441582866.17258656	441582866.17258656	94026451603.8161	3.8008579013956165	psmc
gr_wolf.spain.SAMN04851099	14.0	0.4	463994382.2500001	463994382.2500001	100953992084.23697	3.891439137213676	psmc
gr_wolf.spain.SAMN04851099	14.0	0.41	487165610.73681724	487165610.73681724	109213815450.59929	3.9998815931072036	psmc
gr_wolf.spain.SAMN04851099	14.0	0.42	511135847.10249054	511135847.10249054	120108567339.64922	4.5718717632324335	psmc
gr_wolf.spain.SAMN04851099	14.0	0.43	535947144.3932749	535947144.3932749	131812534300.27432	4.71327797896915	psmc
gr_wolf.spain.SAMN04851099	14.0	0.44	561644559.4444445	561644559.4444445	142367636384.70087	4.836879728208231	psmc
gr_wolf.spain.SAMN04851099	14.0	0.45	588276425.9520203	588276425.9520203	152662231070.36145	4.955262950631705	psmc
gr_wolf.spain.SAMN04851099	14.0	0.46	615894657.8858024	615894657.8858024	164860613731.47922	5.095475047750926	psmc
gr_wolf.spain.SAMN04851099	14.0	0.47	644555087.251048	644555087.251048	178599047828.06586	5.630358881716972	psmc
gr_wolf.spain.SAMN04851099	14.0	0.48	674317840.8226494	674317840.8226494	196017119791.20078	5.81586239322886	psmc
gr_wolf.spain.SAMN04851099	14.0	0.49	705247761.2009803	705247761.2009803	210502110317.3626	5.964655254660461	psmc
gr_wolf.spain.SAMN04851099	14.0	0.5	737414878.3944446	737414878.3944446	226653069175.05972	6.128758408002067	psmc
gr_wolf.spain.SAMN04851099	14.0	0.51	770894939.1468254	770894939.1468254	243810023561.8731	6.645925696792191	psmc
gr_wolf.spain.SAMN04851099	14.0	0.52	805770002.4305557	805770002.4305557	267255055862.09348	6.867701977437399	psmc
gr_wolf.spain.SAMN04851099	14.0	0.53	842129110.9604021	842129110.9604021	287290347242.5582	7.050686336049131	psmc
gr_wolf.spain.SAMN04851099	14.0	0.54	880069050.295894	880069050.295894	309588698197.062	7.251515274765643	psmc
gr_wolf.spain.SAMN04851099	14.0	0.55	919695209.1574076	919695209.1574076	331438248154.47253	7.741953598951723	psmc
gr_wolf.spain.SAMN04851099	14.0	0.56	961122557.058081	961122557.058081	363454314499.94794	8.010070248153562	psmc
gr_wolf.spain.SAMN04851099	14.0	0.57	1004476758.3494829	1004476758.3494829	391435302081.7982	8.236691830159454	psmc
gr_wolf.spain.SAMN04851099	14.0	0.58	1049895445.4166664	1049895445.4166664	422082970348.5467	8.480287068448517	psmc
gr_wolf.spain.SAMN04851099	14.0	0.59	1097529678.1944442	1097529678.1944442	452899935566.6301	8.978834674341853	psmc
gr_wolf.spain.SAMN04851099	14.0	0.6	1147545622.6111107	1147545622.6111107	495554872337.795	9.292869228717532	psmc
gr_wolf.spain.SAMN04851099	14.0	0.61	1200126487.2542734	1200126487.2542734	534257283563.3223	9.568594606114218	psmc
gr_wolf.spain.SAMN04851099	14.0	0.62	1255474765.8260236	1255474765.8260236	571838096121.4381	10.0617623792399	psmc
gr_wolf.spain.SAMN04851099	14.0	0.63	1313814843.2394896	1313814843.2394896	629018362137.8751	10.438271190060863	psmc
gr_wolf.spain.SAMN04851099	14.0	0.64	1375396036.064815	1375396036.064815	678974553035.952	10.757033299099147	psmc
gr_wolf.spain.SAMN04851099	14.0	0.65	1440496154.1944447	1440496154.1944447	726643948028.1542	11.239592147588402	psmc
gr_wolf.spain.SAMN04851099	14.0	0.66	1509425691.037582	1509425691.037582	801365992221.2721	11.677743750059934	psmc
gr_wolf.spain.SAMN04851099	14.0	0.67	1582532775.568182	1582532775.568182	866944269878.2694	12.050780700832526	psmc
gr_wolf.spain.SAMN04851099	14.0	0.68	1660209052.8819447	1660209052.8819447	931516178629.5358	12.551358974692715	psmc
gr_wolf.spain.SAMN04851099	14.0	0.69	1742896702.9256268	1742896702.9256268	1028624957590.2128	13.056153367828024	psmc
gr_wolf.spain.SAMN04851099	14.0	0.7	1831096862.9722223	1831096862.9722223	1120700939252.681	13.519145444830444	psmc
gr_wolf.spain.SAMN04851099	14.0	0.71	1925379792.6772032	1925379792.6772032	1213728665785.1472	14.050543881698017	psmc
gr_wolf.spain.SAMN04851099	14.0	0.72	2026397217.3611112	2026397217.3611112	1330013627595.4458	14.583112867052888	psmc
gr_wolf.spain.SAMN04851099	14.0	0.73	2134897414.2438269	2134897414.2438269	1434472148493.3616	15.087724292567112	psmc
gr_wolf.spain.SAMN04851099	14.0	0.74	2251743780.117521	2251743780.117521	1593393209453.9976	15.746112888300082	psmc
gr_wolf.spain.SAMN04851099	14.0	0.75	2377937855.2611113	2377937855.2611113	1715325328301.251	16.22079880378799	psmc
gr_wolf.spain.SAMN04851099	14.0	0.76	2514648103.3333335	2541368104.4	1917657415875.2212	16.97653076639792	psmc
gr_wolf.spain.SAMN04851099	14.0	0.77	2663246199.06401	2686366322.3891315	2070484817198.1836	17.45940731149744	psmc
gr_wolf.spain.SAMN04851099	14.0	0.78	2825353212.588384	2897043062.468182	2325906900910.3315	18.317175296184853	psmc
gr_wolf.spain.SAMN04851099	14.0	0.79	3002898989.3055563	3072787537.316667	2524570781289.6045	18.83991272493691	psmc
gr_wolf.spain.SAMN04851099	14.0	0.8	3198199343.6944456	3288626332.227779	2839796475300.833	19.793545930174584	psmc
gr_wolf.spain.SAMN04851099	14.0	0.81	3414057630.1242704	3504484618.6576037	3131496383038.0366	20.45803647933721	psmc
gr_wolf.spain.SAMN04851099	14.0	0.82	3653900170.6018505	3744327159.135184	3544538894864.6133	21.56735045270791	psmc
gr_wolf.spain.SAMN04851099	14.0	0.83	3883866702.1160126	3974293690.649346	3940119883860.903	22.34792094788187	psmc
gr_wolf.spain.SAMN04851099	14.0	0.84	4183052627.1527777	4273479615.686111	4393147982594.0654	23.170467994634397	psmc
gr_wolf.spain.SAMN04851099	14.0	0.85	4431660083.083333	4522087071.616667	4905599713503.231	24.04074157532375	psmc
gr_wolf.spain.SAMN04851099	14.0	0.86	4682552321.527778	4772979310.061111	5746762942330.724	25.718456983323215	psmc
gr_wolf.spain.SAMN04851099	14.0	0.87	5044000079.476495	5056674352.625214	6567376399034.895	26.923866560250772	psmc
gr_wolf.spain.SAMN04851099	14.0	0.88	5539592427.638888	5545787307.838888	7594447088051.681	28.310462253224276	psmc
gr_wolf.spain.SAMN04851099	14.0	0.89	6125292475.467173	6125292475.467173	8902420436128.193	29.932110420844513	psmc
gr_wolf.spain.SAMN04851099	14.0	0.9	6828132532.861114	6828132532.861114	10628113693838.191	31.875169733148862	psmc
gr_wolf.spain.SAMN04851099	14.0	0.91	7687159269.675929	7687159269.675929	12386635833436.36	33.24717620674819	psmc
gr_wolf.spain.SAMN04851099	14.0	0.92	8760942690.69445	8760942690.69445	15452601282491.256	36.05313344917509	psmc
gr_wolf.spain.SAMN04851099	14.0	0.93	10141521374.861118	10141521374.861118	18843827287518.816	38.3994108920745	psmc
gr_wolf.spain.SAMN04851099	14.0	0.94	11982292953.74999	11982292953.74999	25091473198911.2	42.74219016707476	psmc
gr_wolf.spain.SAMN04851099	14.0	0.95	14559373164.194431	14559373164.194431	31408274782068.84	45.69345822874168	psmc
gr_wolf.spain.SAMN04851099	14.0	0.96	18424993479.861095	18424993479.861095	44126482831359.2	51.66794216189101	psmc
gr_wolf.spain.SAMN04851099	14.0	0.97	24722659193.749977	24813086182.28331	56267938802724.41	57.07356099751527	psmc
gr_wolf.spain.SAMN04851099	14.0	0.98	36466118656.52775	36556545645.06108	73968724886293.88	68.31579017360342	psmc
gr_wolf.spain.SAMN04851099	14.0	0.99	9027248454.144436	9027248454.144436	42768958869951.45	95.69550084519824	psmc
gr_wolf.spain.SAMN04851099	15.0	0.0	54164788.52777767	68649620.43888915	5766408949.77445	0.8233473429881915	psmc
gr_wolf.spain.SAMN04851099	15.0	0.01	45589603.57884383	61134150.8479799	5475861697.280823	0.8168061415633221	psmc
gr_wolf.spain.SAMN04851099	15.0	0.02	36839414.85544205	53465304.32664418	5251229298.441113	0.8128461916261465	psmc
gr_wolf.spain.SAMN04851099	15.0	0.03	27908809.8697021	45638337.258476734	5164182657.803241	0.813280984881893	psmc
gr_wolf.spain.SAMN04851099	15.0	0.04	18792150.61342573	39264332.39259267	5131388460.461868	0.8158221504590606	psmc
gr_wolf.spain.SAMN04851099	15.0	0.05	9483561.688596368	31123103.155263305	5162263425.451583	0.8206553130934279	psmc
gr_wolf.spain.SAMN04851099	15.0	0.06	5346884.431678443	36915545.815130234	5259630392.02251	0.8278111650950876	psmc
gr_wolf.spain.SAMN04851099	15.0	0.07	13464470.813859308	45688555.52114713	206773396.8421887	0.005864481723065091	psmc
