Sample	Coverage	FNR_Value	Hausdorff_Distance	Frechet_Distance	SSE	SSE_log10	Distance_Scale
gr_wolf.spain.SAMN04851099	6.0	0.21	405469684.477848	438122274.45548517	89480413641.01749	7.447034031503141	psmc
gr_wolf.spain.SAMN04851099	6.0	0.22	399089704.81125355	433564984.26452994	87686202916.4771	7.323298889406673	psmc
gr_wolf.spain.SAMN04851099	6.0	0.23	392544011.3870851	428889322.89978355	86117148845.07855	7.232396287099272	psmc
gr_wolf.spain.SAMN04851099	6.0	0.24	385826062.87280697	424090617.8149122	83661336774.17314	6.872278222068449	psmc
gr_wolf.spain.SAMN04851099	6.0	0.25	378928969.06481475	419163947.261111	81809189781.83011	6.76463858949681	psmc
gr_wolf.spain.SAMN04851099	6.0	0.26	371845467.316066	414084200.97162163	78875036607.91193	6.586393958453716	psmc
gr_wolf.spain.SAMN04851099	6.0	0.27	364567897.0262556	408905674.32716894	77049064172.47005	6.490334522345335	psmc
gr_wolf.spain.SAMN04851099	6.0	0.28	357088172.00617266	403562823.8407407	75136938393.10046	6.360379164738996	psmc
gr_wolf.spain.SAMN04851099	6.0	0.29	349397750.5066509	398069470.5237089	73532683170.68692	6.283539411160107	psmc
gr_wolf.spain.SAMN04851099	6.0	0.3	341487602.67857134	392419164.2547618	70837868361.56934	5.877936080272943	psmc
gr_wolf.spain.SAMN04851099	6.0	0.31	338356266.87665045	386605080.99251205	69004731628.86496	5.784198092258604	psmc
gr_wolf.spain.SAMN04851099	6.0	0.32	338458442.22026134	380598314.9382353	65834637769.499176	5.613594480747552	psmc
gr_wolf.spain.SAMN04851099	6.0	0.33	338695185.31873953	374456250.2952736	63930293871.550896	5.525358631007159	psmc
gr_wolf.spain.SAMN04851099	6.0	0.34	337399110.9016834	368105725.15808076	61866955969.97119	5.398630198000404	psmc
gr_wolf.spain.SAMN04851099	6.0	0.35	338220083.4264958	361559799.2474358	60217932088.49943	5.331060487072771	psmc
gr_wolf.spain.SAMN04851099	6.0	0.36	338847707.17430544	354809313.1520833	57231088459.54072	4.874799399188424	psmc
gr_wolf.spain.SAMN04851099	6.0	0.37	335985032.9275133	347844525.91084653	54322730020.990486	4.736799815077451	psmc
gr_wolf.spain.SAMN04851099	6.0	0.38	334979209.371326	343032574.95089614	52119570979.224655	4.6413277938168065	psmc
gr_wolf.spain.SAMN04851099	6.0	0.39	327700600.3963569	337092406.31857914	50084760462.26891	4.536127190537963	psmc
gr_wolf.spain.SAMN04851099	6.0	0.4	320179371.1222221	329571177.0444444	48373938521.976425	4.474777575050075	psmc
gr_wolf.spain.SAMN04851099	6.0	0.41	312403184.9235405	321794990.8457627	45099449988.478645	3.9730360355456082	psmc
gr_wolf.spain.SAMN04851099	6.0	0.42	304358854.37318	313750660.2954022	42496558087.75728	3.8655824207652016	psmc
gr_wolf.spain.SAMN04851099	6.0	0.43	296032266.61052626	305424072.5327485	40160655682.52865	3.7757602003570128	psmc
gr_wolf.spain.SAMN04851099	6.0	0.44	287408300.71349204	296800106.6357143	38182199900.68172	3.6834793263053225	psmc
gr_wolf.spain.SAMN04851099	6.0	0.45	278470736.0565656	287862541.97878784	36443209454.662735	3.6286602284619303	psmc
gr_wolf.spain.SAMN04851099	6.0	0.46	269202150.4864197	278593956.40864193	32971919209.42807	3.0847300874249823	psmc
gr_wolf.spain.SAMN04851099	6.0	0.47	259583806.97023058	268975612.89245284	30130862934.384098	2.981680300648812	psmc
gr_wolf.spain.SAMN04851099	6.0	0.48	249595527.16495717	258987333.08717942	28362921787.149036	2.9284985980963523	psmc
gr_wolf.spain.SAMN04851099	6.0	0.49	239215550.1124183	248607356.03464055	26720479681.235256	2.8727213873768127	psmc
gr_wolf.spain.SAMN04851099	6.0	0.5	228420373.9777776	237812179.89999986	23140242887.955143	2.2933765855852877	psmc
gr_wolf.spain.SAMN04851099	6.0	0.51	217184578.40907025	226576384.3312925	21193279068.175674	2.2343649788998965	psmc
gr_wolf.spain.SAMN04851099	6.0	0.52	205480624.6916666	214872430.61388886	19261085704.42358	2.1806958084084345	psmc
gr_wolf.spain.SAMN04851099	6.0	0.53	193278630.39054358	202670436.31276584	17865877764.27222	2.1386074409952136	psmc
gr_wolf.spain.SAMN04851099	6.0	0.54	180546114.5980674	189937920.52028966	14197243465.362902	1.5216930122131547	psmc
gr_wolf.spain.SAMN04851099	6.0	0.55	167247709.21481466	176639515.13703692	12704448287.036228	1.4854143566365225	psmc
gr_wolf.spain.SAMN04851099	6.0	0.56	153344830.85959578	162736636.78181803	11514063777.613354	1.462481015561786	psmc
gr_wolf.spain.SAMN04851099	6.0	0.57	138795306.99948323	148187112.92170548	10887850419.401604	1.4630532958015567	psmc
gr_wolf.spain.SAMN04851099	6.0	0.58	123552948.66984129	132944754.59206355	7302896506.736976	0.8106359231318896	psmc
gr_wolf.spain.SAMN04851099	6.0	0.59	107567060.66558254	116958866.5878048	6737938149.445984	0.8065005016013406	psmc
gr_wolf.spain.SAMN04851099	6.0	0.6	90781878.26111102	100173684.18333328	6814940613.466563	0.824996666288472	psmc
gr_wolf.spain.SAMN04851099	6.0	0.61	104928688.84971511	104928688.84971511	7179977404.232059	0.8548402186267722	psmc
gr_wolf.spain.SAMN04851099	6.0	0.62	131455972.72660828	131455972.72660828	4102575352.397986	0.17296441689626474	psmc
gr_wolf.spain.SAMN04851099	6.0	0.63	159417163.84009016	159417163.84009016	5545802010.106825	0.222035684798783	psmc
gr_wolf.spain.SAMN04851099	6.0	0.64	188931754.4598769	188931754.4598769	7109552796.330245	0.2784991913250312	psmc
gr_wolf.spain.SAMN04851099	6.0	0.65	220132893.11507952	220132893.11507952	13698165653.441229	0.9529544028489585	psmc
gr_wolf.spain.SAMN04851099	6.0	0.66	253169392.8676473	253169392.8676473	17919926780.661804	1.0524903284552631	psmc
gr_wolf.spain.SAMN04851099	6.0	0.67	288208104.72643125	288208104.72643125	21730548981.477764	1.1459590527613546	psmc
gr_wolf.spain.SAMN04851099	6.0	0.68	325436736.0763892	325436736.0763892	31719953905.059605	1.8219015797915747	psmc
gr_wolf.spain.SAMN04851099	6.0	0.69	365067214.6102148	365067214.6102148	38964453200.81216	1.9620315628512244	psmc
gr_wolf.spain.SAMN04851099	6.0	0.7	407339725.04629624	407339725.04629624	50131057870.91264	2.5958663217600266	psmc
gr_wolf.spain.SAMN04851099	6.0	0.71	452527581.0296935	452527581.0296935	61964020959.461235	2.794499221414596	psmc
gr_wolf.spain.SAMN04851099	6.0	0.72	500943141.0119046	500943141.0119046	73205060004.86743	2.980048806580072	psmc
gr_wolf.spain.SAMN04851099	6.0	0.73	552945038.7705761	552945038.7705761	91867894438.30823	3.649648380956321	psmc
gr_wolf.spain.SAMN04851099	6.0	0.74	608947082.5106839	608947082.5106839	110103395412.77109	3.9091716840451385	psmc
gr_wolf.spain.SAMN04851099	6.0	0.75	669429289.7500004	669429289.7500004	132368329668.62563	4.563551105490303	psmc
gr_wolf.spain.SAMN04851099	6.0	0.76	734951680.9259261	734951680.9259261	160830258918.28165	4.923984486350862	psmc
gr_wolf.spain.SAMN04851099	6.0	0.77	806171671.3345412	806171671.3345412	190489806656.72583	5.587150375924671	psmc
gr_wolf.spain.SAMN04851099	6.0	0.78	883866206.3257579	883866206.3257579	230319699930.64636	6.027996801989913	psmc
gr_wolf.spain.SAMN04851099	6.0	0.79	968960220.8399473	968960220.8399473	271424180601.56152	6.734620602884388	psmc
gr_wolf.spain.SAMN04851099	6.0	0.8	1062563636.8055559	1062563636.8055559	328471862513.9069	7.28643277351543	psmc
gr_wolf.spain.SAMN04851099	6.0	0.81	1166020043.925439	1166020043.925439	397177986395.06244	8.135608107263609	psmc
gr_wolf.spain.SAMN04851099	6.0	0.82	1280971607.391975	1280971607.391975	465919045627.58185	8.912753823792377	psmc
gr_wolf.spain.SAMN04851099	6.0	0.83	1409446884.2075157	1409446884.2075157	565416631377.7046	9.669088069360619	psmc
gr_wolf.spain.SAMN04851099	6.0	0.84	1553981570.6249995	1553981570.6249995	682451700960.2875	10.663555537843056	psmc
gr_wolf.spain.SAMN04851099	6.0	0.85	1717787548.5648146	1717787548.5648146	806317307708.748	11.602206621591145	psmc
gr_wolf.spain.SAMN04851099	6.0	0.86	1904994380.4960313	1904994380.4960313	978704424163.2006	12.710982316541168	psmc
gr_wolf.spain.SAMN04851099	6.0	0.87	2121002263.4935899	2121002263.4935899	1202079341364.4617	13.893509219843706	psmc
gr_wolf.spain.SAMN04851099	6.0	0.88	2373011460.3240743	2373011460.3240743	1469305329939.1438	15.21216659893526	psmc
gr_wolf.spain.SAMN04851099	6.0	0.89	2670840511.123738	2670840511.123738	1803948811067.3682	16.651908588927395	psmc
gr_wolf.spain.SAMN04851099	6.0	0.9	3028235372.083334	3028235372.083334	2236772383404.323	18.260695808554395	psmc
gr_wolf.spain.SAMN04851099	6.0	0.91	3465051313.256174	3465051313.256174	2753557409571.102	19.78285036794361	psmc
gr_wolf.spain.SAMN04851099	6.0	0.92	4011071239.722224	4079273046.2055573	3515126230929.0156	21.877890770587445	psmc
gr_wolf.spain.SAMN04851099	6.0	0.93	4713096859.464291	4803523847.997623	4461698371558.99	23.921963057666225	psmc
gr_wolf.spain.SAMN04851099	6.0	0.94	5624252119.30555	5714679107.838882	5948265351935.775	27.02112638828054	psmc
gr_wolf.spain.SAMN04851099	6.0	0.95	6752870177.749993	6843297166.283327	7845423411983.646	29.791064449338993	psmc
gr_wolf.spain.SAMN04851099	6.0	0.96	8299230919.027772	8389657907.561106	11298484144978.152	34.59443617354929	psmc
gr_wolf.spain.SAMN04851099	6.0	0.97	10466484158.935175	10556911147.468508	16800609689439.184	40.256804520526295	psmc
gr_wolf.spain.SAMN04851099	6.0	0.98	14346468474.861101	14436895463.394434	30163399868974.23	51.00061180418245	psmc
gr_wolf.spain.SAMN04851099	6.0	0.99	28292711533.74998	28383138522.283314	54104673788261.05	69.03704523409544	psmc
gr_wolf.spain.SAMN04851099	7.0	0.0	439295687.5055555	439295687.5055555	94481798127.85611	7.8083792620272225	psmc
gr_wolf.spain.SAMN04851099	7.0	0.01	434610713.6574074	434610713.6574074	92105859333.47397	7.646297998338799	psmc
gr_wolf.spain.SAMN04851099	7.0	0.02	429830128.09807247	429900101.08469385	90667692223.66104	7.557893559193521	psmc
gr_wolf.spain.SAMN04851099	7.0	0.03	424950973.7643184	426150711.30876285	89315389821.72087	7.479621823629854	psmc
gr_wolf.spain.SAMN04851099	7.0	0.04	419970170.3819444	422323209.2458333	87952237848.88495	7.391713555401331	psmc
gr_wolf.spain.SAMN04851099	7.0	0.05	414884507.98099405	418415128.19210523	86407634410.92026	7.2877255150955405	psmc
gr_wolf.spain.SAMN04851099	7.0	0.06	409690639.99704486	414423896.4776595	85082978292.00002	7.2165527217357655	psmc
gr_wolf.spain.SAMN04851099	7.0	0.07	404385075.9274192	410346831.8231182	82801119023.56499	6.856310098119328	psmc
gr_wolf.spain.SAMN04851099	7.0	0.08	398964173.5084541	406181135.3282609	81290197324.12617	6.7698907096696175	psmc
gr_wolf.spain.SAMN04851099	7.0	0.09	393424130.37698406	401923885.06428576	78899107868.20952	6.625781709439151	psmc
gr_wolf.spain.SAMN04851099	7.0	0.1	387760975.17592585	397572029.23888886	77313722066.28482	6.539431697236534	psmc
gr_wolf.spain.SAMN04851099	7.0	0.11	381970558.06023717	393122378.9005618	75857272780.01373	6.464923533639177	psmc
gr_wolf.spain.SAMN04851099	7.0	0.12	376048540.5555555	388571600.1454545	74355020136.05296	6.374230188550798	psmc
gr_wolf.spain.SAMN04851099	7.0	0.13	369990384.7174329	383916205.7867816	72789897849.06833	6.28497356247285	psmc
gr_wolf.spain.SAMN04851099	7.0	0.14	363791341.5342376	379152546.44302326	71334997810.00279	6.2161559026756	psmc
gr_wolf.spain.SAMN04851099	7.0	0.15	357446438.5114378	374276800.99705875	68801809643.77484	5.810520518436425	psmc
gr_wolf.spain.SAMN04851099	7.0	0.16	350950466.36904764	369284966.3738095	66501705258.97462	5.688636356467902	psmc
gr_wolf.spain.SAMN04851099	7.0	0.17	344297964.77744305	364172846.57891566	64722900668.4826	5.6006192196322635	psmc
gr_wolf.spain.SAMN04851099	7.0	0.18	337649028.307859	358936040.9353659	63156721000.15475	5.528847579392145	psmc
gr_wolf.spain.SAMN04851099	7.0	0.19	338953378.9432098	353569931.44876546	61627785463.208145	5.449880874397552	psmc
gr_wolf.spain.SAMN04851099	7.0	0.2	338671701.29027784	348069669.22499996	59917967461.76524	5.357696347001048	psmc
gr_wolf.spain.SAMN04851099	7.0	0.21	338544955.4098452	343166898.1464135	58401453582.981476	5.294956460148433	psmc
gr_wolf.spain.SAMN04851099	7.0	0.22	332898424.6222222	342290230.54444444	55637120768.73797	4.840513753070691	psmc
gr_wolf.spain.SAMN04851099	7.0	0.23	327105230.69725823	336497036.6194805	53137007612.83981	4.723309716136219	psmc
gr_wolf.spain.SAMN04851099	7.0	0.24	321159584.3005847	330551390.22280693	51411539233.47209	4.650001346247435	psmc
gr_wolf.spain.SAMN04851099	7.0	0.25	315055387.3333332	324447193.25555545	49877011149.06663	4.590197956353116	psmc
gr_wolf.spain.SAMN04851099	7.0	0.26	308786212.0696696	318178017.99189186	48299624336.54489	4.514245234307141	psmc
gr_wolf.spain.SAMN04851099	7.0	0.27	302345278.5796042	311737084.50182647	46762709394.8737	4.457796646461024	psmc
gr_wolf.spain.SAMN04851099	7.0	0.28	295725430.27037024	305117236.1925925	43715688880.213005	3.955316674035751	psmc
gr_wolf.spain.SAMN04851099	7.0	0.29	288919107.3608762	298310913.28309846	41529632399.819626	3.8658983005296523	psmc
gr_wolf.spain.SAMN04851099	7.0	0.3	281918318.08253956	291310124.0047618	39616044953.37598	3.7926067715140186	psmc
gr_wolf.spain.SAMN04851099	7.0	0.31	274714607.37584525	284106413.2980675	38087995638.074295	3.7404390427416416	psmc
gr_wolf.spain.SAMN04851099	7.0	0.32	267299022.82483643	276690828.7470587	36503509812.28672	3.6712834013310536	psmc
gr_wolf.spain.SAMN04851099	7.0	0.33	259662077.54096174	269053883.463184	35024916941.39419	3.6253171988052157	psmc
gr_wolf.spain.SAMN04851099	7.0	0.34	251793709.6727271	261185515.59494936	31700602357.23044	3.0735714209993756	psmc
gr_wolf.spain.SAMN04851099	7.0	0.35	243683238.1777777	253075044.09999996	29539427207.198643	2.996440200870982	psmc
gr_wolf.spain.SAMN04851099	7.0	0.36	235319314.44861114	244711120.3708334	27964106561.622444	2.9472724641349974	psmc
gr_wolf.spain.SAMN04851099	7.0	0.37	226689869.33121693	236081675.2534392	26696520086.702217	2.9140260871608112	psmc
gr_wolf.spain.SAMN04851099	7.0	0.38	217782055.01648736	227173860.93870962	25302522585.135967	2.8723573761436167	psmc
gr_wolf.spain.SAMN04851099	7.0	0.39	208582181.21602917	217973987.13825142	24016349529.42752	2.841815139978164	psmc
gr_wolf.spain.SAMN04851099	7.0	0.4	199075644.95555544	208467450.8777777	20226283700.316013	2.231766158952209	psmc
gr_wolf.spain.SAMN04851099	7.0	0.41	189246853.22862518	198638659.15084743	18583299710.698856	2.1850788999306485	psmc
gr_wolf.spain.SAMN04851099	7.0	0.42	179079137.649042	188470943.57126427	17517005638.63401	2.162450262016388	psmc
gr_wolf.spain.SAMN04851099	7.0	0.43	168554660.11929822	177946466.04152048	16475034533.29643	2.1383429161969016	psmc
gr_wolf.spain.SAMN04851099	7.0	0.44	157654308.39206338	167046114.31428564	15527462819.523252	2.1240164033633673	psmc
gr_wolf.spain.SAMN04851099	7.0	0.45	146357580.2383839	155749386.16060615	11582580623.803661	1.4712938115276715	psmc
gr_wolf.spain.SAMN04851099	7.0	0.46	134642454.74567902	144034260.66790128	10652315555.345594	1.4537982350985772	psmc
gr_wolf.spain.SAMN04851099	7.0	0.47	122485249.04570222	131877054.96792448	10056449903.429554	1.4497637592404697	psmc
gr_wolf.spain.SAMN04851099	7.0	0.48	109860458.51111102	119252264.43333328	9613122693.04498	1.4524221731861011	psmc
gr_wolf.spain.SAMN04851099	7.0	0.49	96740578.15163386	106132384.07385612	5940414294.017054	0.7733050245780643	psmc
gr_wolf.spain.SAMN04851099	7.0	0.5	83095902.57777762	92487708.49999988	5575617189.038216	0.7727364355869452	psmc
gr_wolf.spain.SAMN04851099	7.0	0.51	68894301.4702946	80160697.76201808	5589634845.49023	0.7855660834854629	psmc
gr_wolf.spain.SAMN04851099	7.0	0.52	63167757.70833337	64899855.84166682	5906276805.20633	0.8087991105338662	psmc
gr_wolf.spain.SAMN04851099	7.0	0.53	83726818.47813249	83726818.47813249	2381527542.6047554	0.09475466318375417	psmc
gr_wolf.spain.SAMN04851099	7.0	0.54	105179751.45531404	105179751.45531404	3320510628.1493096	0.1271270368540607	psmc
gr_wolf.spain.SAMN04851099	7.0	0.55	127586148.12037063	127586148.12037063	4384737042.520369	0.16461310734233064	psmc
gr_wolf.spain.SAMN04851099	7.0	0.56	151011017.36111128	151011017.36111128	5884485066.824244	0.21412265564599114	psmc
gr_wolf.spain.SAMN04851099	7.0	0.57	175525415.40374672	175525415.40374672	12213309149.260458	0.9098553622200508	psmc
gr_wolf.spain.SAMN04851099	7.0	0.58	201207165.73412693	201207165.73412693	15384805656.767197	0.9836874528747933	psmc
gr_wolf.spain.SAMN04851099	7.0	0.59	228141684.37330616	228141684.37330616	18437734853.83424	1.0556379685251345	psmc
gr_wolf.spain.SAMN04851099	7.0	0.6	256422928.94444454	256422928.94444454	22114375449.07481	1.1410455581926668	psmc
gr_wolf.spain.SAMN04851099	7.0	0.61	286154493.7499999	286154493.7499999	31822321378.50963	1.8309356936410937	psmc
gr_wolf.spain.SAMN04851099	7.0	0.62	317450877.75584805	317450877.75584805	37447624039.67447	1.9380342795553556	psmc
gr_wolf.spain.SAMN04851099	7.0	0.63	350438958.1944443	350438958.1944443	43436327316.92959	2.0513380837756996	psmc
gr_wolf.spain.SAMN04851099	7.0	0.64	385259709.7685188	385259709.7685188	55506772075.64491	2.709778776594469	psmc
gr_wolf.spain.SAMN04851099	7.0	0.65	422070218.5753969	422070218.5753969	65203558004.96608	2.867269266113327	psmc
gr_wolf.spain.SAMN04851099	7.0	0.66	461046051.42973864	461046051.42973864	74848536570.26869	3.021520040683402	psmc
gr_wolf.spain.SAMN04851099	7.0	0.67	502384055.97222245	502384055.97222245	91722949725.83026	3.6796828924188447	psmc
gr_wolf.spain.SAMN04851099	7.0	0.68	546305685.7986115	546305685.7986115	106005897562.95274	3.880082095398215	psmc
gr_wolf.spain.SAMN04851099	7.0	0.69	593060969.1621865	593060969.1621865	121342162968.67032	4.090655641429177	psmc
gr_wolf.spain.SAMN04851099	7.0	0.7	642933271.4166666	642933271.4166666	146317874439.3944	4.78116287885617	psmc
gr_wolf.spain.SAMN04851099	7.0	0.71	696245042.7921458	696245042.7921458	166639778194.7536	5.027774499597974	psmc
gr_wolf.spain.SAMN04851099	7.0	0.72	753364797.8373016	753364797.8373016	192228026780.8441	5.6533445140782534	psmc
gr_wolf.spain.SAMN04851099	7.0	0.73	814715645.8487655	814715645.8487655	225626147319.25586	6.017899122355141	psmc
gr_wolf.spain.SAMN04851099	7.0	0.74	880785789.861111	880785789.861111	258474763675.6161	6.654458805339413	psmc
gr_wolf.spain.SAMN04851099	7.0	0.75	952141545.3944446	952141545.3944446	303004850277.7175	7.085351781606699	psmc
gr_wolf.spain.SAMN04851099	7.0	0.76	1029443613.888889	1029443613.888889	346054198438.6897	7.484405845213657	psmc
gr_wolf.spain.SAMN04851099	7.0	0.77	1113467601.3828502	1113467601.3828502	404846874242.3847	8.239328815475586	psmc
gr_wolf.spain.SAMN04851099	7.0	0.78	1205130133.1944447	1205130133.1944447	461307195162.0793	8.92035486234516	psmc
gr_wolf.spain.SAMN04851099	7.0	0.79	1305522429.940477	1305522429.940477	542655096031.99225	9.535129210386902	psmc
gr_wolf.spain.SAMN04851099	7.0	0.8	1415953956.3611116	1415953956.3611116	620091348906.4084	10.276442665947936	psmc
gr_wolf.spain.SAMN04851099	7.0	0.81	1538009853.9839191	1538009853.9839191	729213423224.2985	10.996118410833104	psmc
gr_wolf.spain.SAMN04851099	7.0	0.82	1673627518.0092583	1673627518.0092583	851824565866.5112	11.893004816320058	psmc
gr_wolf.spain.SAMN04851099	7.0	0.83	1825200201.331699	1825200201.331699	981031434566.8508	12.743624206699357	psmc
gr_wolf.spain.SAMN04851099	7.0	0.84	1995719470.0694437	1995719470.0694437	1163793274306.385	13.699851918260592	psmc
gr_wolf.spain.SAMN04851099	7.0	0.85	2188974641.3055553	2188974641.3055553	1371291754244.2573	14.75395601147436	psmc
gr_wolf.spain.SAMN04851099	7.0	0.86	2409837694.1468253	2409837694.1468253	1614291097413.1333	15.840871519011577	psmc
gr_wolf.spain.SAMN04851099	7.0	0.87	2664679678.194444	2664679678.194444	1895749382618.5986	16.950147873796006	psmc
gr_wolf.spain.SAMN04851099	7.0	0.88	2961995326.25	2961995326.25	2261672298283.7207	18.205272023773958	psmc
gr_wolf.spain.SAMN04851099	7.0	0.89	3313368364.8611116	3335738596.4075766	2714530647591.134	19.58193491804349	psmc
gr_wolf.spain.SAMN04851099	7.0	0.9	3735016011.1944456	3806278819.650001	3305118742864.7544	21.175822572782376	psmc
gr_wolf.spain.SAMN04851099	7.0	0.91	4250363134.4907427	4340790123.024076	4077765029170.053	23.02736508127615	psmc
gr_wolf.spain.SAMN04851099	7.0	0.92	4876950002.986115	4967376991.519449	5096109824988.641	25.197377670994214	psmc
gr_wolf.spain.SAMN04851099	7.0	0.93	5662793742.480164	5753220731.013496	6399485670977.199	27.323980200652663	psmc
gr_wolf.spain.SAMN04851099	7.0	0.94	6638330084.30555	6728757072.838882	8247446646861.414	29.98239749063118	psmc
gr_wolf.spain.SAMN04851099	7.0	0.95	7944282332.194436	8034709320.72777	11080095924978.59	33.57278948313488	psmc
gr_wolf.spain.SAMN04851099	7.0	0.96	9667301166.52777	9757728155.061102	15305263730900.879	37.82423144182576	psmc
gr_wolf.spain.SAMN04851099	7.0	0.97	12253527652.083324	12343954640.616657	23569370889890.992	44.74651408389316	psmc
gr_wolf.spain.SAMN04851099	7.0	0.98	18272156689.861095	18279851649.81665	39052408712500.984	54.434437597633774	psmc
gr_wolf.spain.SAMN04851099	7.0	0.99	34267633806.52775	34358060795.06108	59317406737772.16	73.77194336064558	psmc
gr_wolf.spain.SAMN04851099	8.0	0.0	369223358.3388889	369350857.6166666	68751746382.50798	5.806796847378255	psmc
gr_wolf.spain.SAMN04851099	8.0	0.01	363830583.18602705	365065604.5688552	67338164786.44653	5.734961220233304	psmc
gr_wolf.spain.SAMN04851099	8.0	0.02	358327751.3973923	360692897.37721086	65304424133.15263	5.6291189715322645	psmc
gr_wolf.spain.SAMN04851099	8.0	0.03	352711459.1595074	356230031.27439857	63804150565.00318	5.556062885874667	psmc
gr_wolf.spain.SAMN04851099	8.0	0.04	346978160.83333325	351674188.7944444	62458883841.07275	5.494437006769601	psmc
gr_wolf.spain.SAMN04851099	8.0	0.05	341124161.4897661	347022433.84122807	61068460851.38802	5.418062896761203	psmc
gr_wolf.spain.SAMN04851099	8.0	0.06	338756048.25791967	343023111.1445628	59650391899.31696	5.3391764442414065	psmc
gr_wolf.spain.SAMN04851099	8.0	0.07	334527578.85161275	343484205.4706094	58292928385.70455	5.281487348585519	psmc
gr_wolf.spain.SAMN04851099	8.0	0.08	336370527.3328502	339088441.5347826	55789095658.22168	4.851878735855206	psmc
gr_wolf.spain.SAMN04851099	8.0	0.09	336835398.74920624	341176385.5730159	54327240644.96325	4.786086448177777	psmc
gr_wolf.spain.SAMN04851099	8.0	0.1	331922743.65925926	341314549.5814815	52270114552.54307	4.69182766160876	psmc
gr_wolf.spain.SAMN04851099	8.0	0.11	326899691.8257178	336291497.74794006	50738049228.613716	4.626469634976165	psmc
gr_wolf.spain.SAMN04851099	8.0	0.12	321762479.7232322	331154285.64545447	49415409003.55129	4.574208435658655	psmc
gr_wolf.spain.SAMN04851099	8.0	0.13	316507170.79080456	325898976.7130268	47943082471.240555	4.501742336894621	psmc
gr_wolf.spain.SAMN04851099	8.0	0.14	311129645.3715761	320521451.2937983	46589016229.33885	4.440788609288457	psmc
gr_wolf.spain.SAMN04851099	8.0	0.15	305625589.9424836	315017395.86470586	45211348547.906685	4.390893789180368	psmc
gr_wolf.spain.SAMN04851099	8.0	0.16	299990485.5746031	309382291.49682534	42372830212.03693	3.9035170058833972	psmc
gr_wolf.spain.SAMN04851099	8.0	0.17	294219595.55930376	303611401.481526	40426557754.74314	3.8246470220383912	psmc
gr_wolf.spain.SAMN04851099	8.0	0.18	288307952.12899727	297699758.0512195	38860306303.716545	3.765493369963058	psmc
gr_wolf.spain.SAMN04851099	8.0	0.19	282250342.1942386	291642148.11646086	37514478173.32073	3.7185328089211347	psmc
gr_wolf.spain.SAMN04851099	8.0	0.2	276041292.0111111	285433097.93333334	36068628363.977	3.653782211083789	psmc
gr_wolf.spain.SAMN04851099	8.0	0.21	269675050.6841069	279066856.60632914	34736664644.55791	3.599866568345241	psmc
gr_wolf.spain.SAMN04851099	8.0	0.22	263145572.39999992	272537378.3222222	33418014949.156593	3.5594873957502857	psmc
gr_wolf.spain.SAMN04851099	8.0	0.23	256446497.27734482	265838303.19956708	30321026126.622444	3.021578287683457	psmc
gr_wolf.spain.SAMN04851099	8.0	0.24	249571130.70409346	258962936.6263157	28468638447.64996	2.9565570465564526	psmc
gr_wolf.spain.SAMN04851099	8.0	0.25	242512421.02222216	251904226.94444442	27107409900.04621	2.9134911828203007	psmc
gr_wolf.spain.SAMN04851099	8.0	0.26	235262935.40300286	244654741.3252251	25890102836.61083	2.878312986975261	psmc
gr_wolf.spain.SAMN04851099	8.0	0.27	227814833.7394215	237206639.66164374	24730171766.285767	2.8362957905487822	psmc
gr_wolf.spain.SAMN04851099	8.0	0.28	220159840.36296284	229551646.2851851	23566264574.597137	2.806510246613312	psmc
gr_wolf.spain.SAMN04851099	8.0	0.29	212289213.37026596	221681019.29248822	20263898214.40695	2.2232909975070148	psmc
gr_wolf.spain.SAMN04851099	8.0	0.3	204193711.32063484	213585517.2428571	18721470071.603058	2.1762587479817914	psmc
gr_wolf.spain.SAMN04851099	8.0	0.31	195863557.03768098	205255362.95990324	17545804107.30343	2.145034419094205	psmc
gr_wolf.spain.SAMN04851099	8.0	0.32	187288398.21699333	196680204.1392156	16581785688.594296	2.1231679855659125	psmc
gr_wolf.spain.SAMN04851099	8.0	0.33	178457264.50613594	187849070.4283582	15605851276.489313	2.0908006950545692	psmc
gr_wolf.spain.SAMN04851099	8.0	0.34	169358520.6828282	178750326.60505044	14761521928.4479	2.0763949751048245	psmc
gr_wolf.spain.SAMN04851099	8.0	0.35	159979815.51111102	169371621.43333328	11267569639.20057	1.4454935943193705	psmc
gr_wolf.spain.SAMN04851099	8.0	0.36	150308025.80277765	159699831.7249999	10197232366.117952	1.4197869957593094	psmc
gr_wolf.spain.SAMN04851099	8.0	0.37	140329195.15132272	149721001.07354498	9527491782.61222	1.4087314487336964	psmc
gr_wolf.spain.SAMN04851099	8.0	0.38	130028466.7369175	139420272.65913975	9016087722.029177	1.4047186242087428	psmc
gr_wolf.spain.SAMN04851099	8.0	0.39	119390009.52203989	128781815.44426215	8680827147.52792	1.407769298827747	psmc
gr_wolf.spain.SAMN04851099	8.0	0.4	108396937.0666666	117788742.98888886	5137331326.7577715	0.7367640846592415	psmc
gr_wolf.spain.SAMN04851099	8.0	0.41	97031218.08738232	106423024.00960457	4796378539.544151	0.7340364676193974	psmc
gr_wolf.spain.SAMN04851099	8.0	0.42	85273577.7639848	94665383.68620706	4722331293.2526865	0.7405311870791994	psmc
